state,county,persons,hud_med_inc,hud_inc_lim80
29,93,4,46800,42500
29,93,5,46800,45900
29,93,6,46800,49300
29,93,7,46800,52700
29,93,8,46800,56100
29,95,1,80000,44800
29,95,2,80000,51200
29,95,3,80000,57600
29,95,4,80000,64000
29,95,5,80000,69150
29,95,6,80000,74250
29,95,7,80000,79400
29,95,8,80000,84500
29,97,1,56700,31750
29,97,2,56700,36300
29,97,3,56700,40850
29,97,4,56700,45350
29,97,5,56700,49000
29,97,6,56700,52650
29,97,7,56700,56250
29,97,8,56700,59900
29,99,1,76800,43050
29,99,2,76800,49200
29,99,3,76800,55350
29,99,4,76800,61450
29,99,5,76800,66400
29,99,6,76800,71300
29,99,7,76800,76200
29,99,8,76800,81150
29,101,1,64500,36150
29,101,2,64500,41300
29,101,3,64500,46450
29,101,4,64500,51600
29,101,5,64500,55750
29,101,6,64500,59900
29,101,7,64500,64000
29,101,8,64500,68150
29,103,1,53000,29750
29,103,2,53000,34000
29,103,3,53000,38250
29,103,4,53000,42500
29,103,5,53000,45900
29,103,6,53000,49300
29,103,7,53000,52700
29,103,8,53000,56100
29,105,1,48500,29750
29,105,2,48500,34000
29,105,3,48500,38250
29,105,4,48500,42500
29,105,5,48500,45900
29,105,6,48500,49300
29,105,7,48500,52700
29,105,8,48500,56100
29,107,1,80000,44800
29,107,2,80000,51200
29,107,3,80000,57600
29,107,4,80000,64000
29,107,5,80000,69150
29,107,6,80000,74250
29,107,7,80000,79400
29,107,8,80000,84500
29,109,1,50500,29750
29,109,2,50500,34000
29,109,3,50500,38250
29,109,4,50500,42500
29,109,5,50500,45900
29,109,6,50500,49300
29,109,7,50500,52700
29,109,8,50500,56100
29,111,1,57000,31950
29,111,2,57000,36500
29,111,3,57000,41050
29,111,4,57000,45600
29,111,5,57000,49250
29,111,6,57000,52900
29,111,7,57000,56550
29,111,8,57000,60200
29,113,1,76800,43050
29,113,2,76800,49200
29,113,3,76800,55350
29,113,4,76800,61450
29,113,5,76800,66400
29,113,6,76800,71300
29,113,7,76800,76200
29,113,8,76800,81150
29,115,1,49200,29750
29,115,2,49200,34000
29,115,3,49200,38250
29,115,4,49200,42500
29,115,5,49200,45900
29,115,6,49200,49300
29,115,7,49200,52700
29,115,8,49200,56100
29,117,1,58600,32850
29,117,2,58600,37550
29,117,3,58600,42250
29,117,4,58600,46900
29,117,5,58600,50700
29,117,6,58600,54450
29,117,7,58600,58200
29,117,8,58600,61950
29,119,1,46400,29750
29,119,2,46400,34000
29,119,3,46400,38250
29,119,4,46400,42500
29,119,5,46400,45900
29,119,6,46400,49300
29,119,7,46400,52700
29,119,8,46400,56100
29,121,1,52100,29750
29,121,2,52100,34000
29,121,3,52100,38250
29,121,4,52100,42500
29,121,5,52100,45900
29,121,6,52100,49300
29,121,7,52100,52700
29,121,8,52100,56100
29,123,1,45700,29750
29,123,2,45700,34000
29,123,3,45700,38250
29,123,4,45700,42500
29,123,5,45700,45900
29,123,6,45700,49300
29,123,7,45700,52700
29,123,8,45700,56100
29,125,1,55600,31150
29,125,2,55600,35600
29,125,3,55600,40050
29,125,4,55600,44500
29,125,5,55600,48100
29,125,6,55600,51650
29,125,7,55600,55200
29,125,8,55600,58750
29,127,1,54500,30550
29,127,2,54500,34900
29,127,3,54500,39250
29,127,4,54500,43600
29,127,5,54500,47100
29,127,6,54500,50600
29,127,7,54500,54100
29,127,8,54500,57600
29,129,1,53500,30000
29,129,2,53500,34250
29,129,3,53500,38550
29,129,4,53500,42800
29,129,5,53500,46250
29,129,6,53500,49650
29,129,7,53500,53100
29,129,8,53500,56500
29,131,1,48600,29750
29,131,2,48600,34000
29,131,3,48600,38250
29,131,4,48600,42500
29,131,5,48600,45900
29,131,6,48600,49300
29,131,7,48600,52700
29,131,8,48600,56100
29,133,1,36500,29750
29,133,2,36500,34000
29,133,3,36500,38250
29,133,4,36500,42500
29,133,5,36500,45900
29,133,6,36500,49300
29,133,7,36500,52700
29,133,8,36500,56100
29,135,1,62600,35100
29,135,2,62600,40100
29,135,3,62600,45100
29,135,4,62600,50100
29,135,5,62600,54150
29,135,6,62600,58150
29,135,7,62600,62150
29,135,8,62600,66150
29,137,1,57900,32450
29,137,2,57900,37050
29,137,3,57900,41700
29,137,4,57900,46300
29,137,5,57900,50050
29,137,6,57900,53750
29,137,7,57900,57450
29,137,8,57900,61150
29,139,1,52600,29750
29,139,2,52600,34000
29,139,3,52600,38250
29,139,4,52600,42500
29,139,5,52600,45900
29,139,6,52600,49300
29,139,7,52600,52700
29,139,8,52600,56100
29,141,1,48100,29750
29,141,2,48100,34000
29,141,3,48100,38250
29,141,4,48100,42500
29,141,5,48100,45900
29,141,6,48100,49300
29,141,7,48100,52700
29,141,8,48100,56100
29,143,1,44300,29750
29,143,2,44300,34000
29,143,3,44300,38250
29,143,4,44300,42500
29,143,5,44300,45900
29,143,6,44300,49300
29,143,7,44300,52700
29,143,8,44300,56100
29,145,1,56700,31750
29,145,2,56700,36300
29,145,3,56700,40850
29,145,4,56700,45350
29,145,5,56700,49000
29,145,6,56700,52650
29,145,7,56700,56250
29,145,8,56700,59900
29,147,1,55400,31050
29,147,2,55400,35450
29,147,3,55400,39900
29,147,4,55400,44300
29,147,5,55400,47850
29,147,6,55400,51400
29,147,7,55400,54950
29,147,8,55400,58500
29,149,1,43100,29750
29,149,2,43100,34000
29,149,3,43100,38250
29,149,4,43100,42500
29,149,5,43100,45900
29,149,6,43100,49300
29,149,7,43100,52700
29,149,8,43100,56100
29,151,1,79500,40050
29,151,2,79500,45800
29,151,3,79500,51500
29,151,4,79500,57200
29,151,5,79500,61800
29,151,6,79500,66400
29,151,7,79500,70950
29,151,8,79500,75550
29,153,1,40800,29750
29,153,2,40800,34000
29,153,3,40800,38250
29,153,4,40800,42500
29,153,5,40800,45900
29,153,6,40800,49300
29,153,7,40800,52700
29,153,8,40800,56100
29,155,1,39000,29750
29,155,2,39000,34000
29,155,3,39000,38250
29,155,4,39000,42500
29,155,5,39000,45900
29,155,6,39000,49300
29,155,7,39000,52700
29,155,8,39000,56100
29,157,1,65400,36650
29,157,2,65400,41850
29,157,3,65400,47100
29,157,4,65400,52300
29,157,5,65400,56500
29,157,6,65400,60700
29,157,7,65400,64900
29,157,8,65400,69050
29,159,1,52900,29750
29,159,2,52900,34000
29,159,3,52900,38250
29,159,4,52900,42500
29,159,5,52900,45900
29,159,6,52900,49300
29,159,7,52900,52700
29,159,8,52900,56100
29,161,1,56200,31500
29,161,2,56200,36000
29,161,3,56200,40500
29,161,4,56200,44950
29,161,5,56200,48550
29,161,6,56200,52150
29,161,7,56200,55750
29,161,8,56200,59350
29,163,1,55600,31150
29,163,2,55600,35600
29,163,3,55600,40050
29,163,4,55600,44500
29,163,5,55600,48100
29,163,6,55600,51650
29,163,7,55600,55200
29,163,8,55600,58750
29,165,1,80000,44800
29,165,2,80000,51200
29,165,3,80000,57600
29,165,4,80000,64000
29,165,5,80000,69150
29,165,6,80000,74250
29,165,7,80000,79400
29,165,8,80000,84500
29,167,1,52400,29750
29,167,2,52400,34000
29,167,3,52400,38250
29,167,4,52400,42500
29,167,5,52400,45900
29,167,6,52400,49300
29,167,7,52400,52700
29,167,8,52400,56100
29,169,1,57400,32150
29,169,2,57400,36750
29,169,3,57400,41350
29,169,4,57400,45900
29,169,5,57400,49600
29,169,6,57400,53250
29,169,7,57400,56950
29,169,8,57400,60600
29,171,1,46400,29750
29,171,2,46400,34000
29,171,3,46400,38250
29,171,4,46400,42500
29,171,5,46400,45900
29,171,6,46400,49300
29,171,7,46400,52700
29,171,8,46400,56100
29,173,1,58000,32500
29,173,2,58000,37150
29,173,3,58000,41800
29,173,4,58000,46400
29,173,5,58000,50150
29,173,6,58000,53850
29,173,7,58000,57550
29,173,8,58000,61250
29,175,1,53100,29750
29,175,2,53100,34000
29,175,3,53100,38250
29,175,4,53100,42500
29,175,5,53100,45900
29,175,6,53100,49300
29,175,7,53100,52700
29,175,8,53100,56100
29,177,1,80000,44800
29,177,2,80000,51200
29,177,3,80000,57600
29,177,4,80000,64000
29,177,5,80000,69150
29,177,6,80000,74250
29,177,7,80000,79400
29,177,8,80000,84500
29,179,1,47900,29750
29,179,2,47900,34000
29,179,3,47900,38250
29,179,4,47900,42500
29,179,5,47900,45900
29,179,6,47900,49300
29,179,7,47900,52700
29,179,8,47900,56100
29,181,1,41800,29750
29,181,2,41800,34000
29,181,3,41800,38250
29,181,4,41800,42500
29,181,5,41800,45900
29,181,6,41800,49300
29,181,7,41800,52700
29,181,8,41800,56100
29,183,1,76800,43050
29,183,2,76800,49200
29,183,3,76800,55350
29,183,4,76800,61450
29,183,5,76800,66400
29,183,6,76800,71300
29,183,7,76800,76200
29,183,8,76800,81150
29,185,1,45100,29750
29,185,2,45100,34000
29,185,3,45100,38250
29,185,4,45100,42500
29,185,5,45100,45900
29,185,6,45100,49300
29,185,7,45100,52700
29,185,8,45100,56100
29,186,1,62400,34950
29,186,2,62400,39950
29,186,3,62400,44950
29,186,4,62400,49900
29,186,5,62400,53900
29,186,6,62400,57900
29,186,7,62400,61900
29,186,8,62400,65900
29,187,1,53900,30200
29,187,2,53900,34500
29,187,3,53900,38800
29,187,4,53900,43100
29,187,5,53900,46550
29,187,6,53900,50000
29,187,7,53900,53450
29,187,8,53900,56900
29,189,1,76800,43050
29,189,2,76800,49200
29,189,3,76800,55350
29,189,4,76800,61450
29,189,5,76800,66400
29,189,6,76800,71300
29,189,7,76800,76200
29,189,8,76800,81150
29,195,1,51400,29750
29,195,2,51400,34000
29,195,3,51400,38250
29,195,4,51400,42500
29,195,5,51400,45900
29,195,6,51400,49300
29,195,7,51400,52700
29,195,8,51400,56100
29,197,1,48000,29750
29,197,2,48000,34000
29,197,3,48000,38250
29,197,4,48000,42500
29,197,5,48000,45900
29,197,6,48000,49300
29,197,7,48000,52700
29,197,8,48000,56100
29,199,1,52000,29750
29,199,2,52000,34000
29,199,3,52000,38250
29,199,4,52000,42500
29,199,5,52000,45900
29,199,6,52000,49300
29,199,7,52000,52700
29,199,8,52000,56100
29,201,1,49600,29750
29,201,2,49600,34000
29,201,3,49600,38250
29,201,4,49600,42500
29,201,5,49600,45900
29,201,6,49600,49300
29,201,7,49600,52700
29,201,8,49600,56100
29,203,1,49500,29750
29,203,2,49500,34000
29,203,3,49500,38250
29,203,4,49500,42500
29,203,5,49500,45900
29,203,6,49500,49300
29,203,7,49500,52700
29,203,8,49500,56100
29,205,1,55000,30800
29,205,2,55000,35200
29,205,3,55000,39600
29,205,4,55000,44000
29,205,5,55000,47550
29,205,6,55000,51050
29,205,7,55000,54600
29,205,8,55000,58100
29,207,1,51800,29750
29,207,2,51800,34000
29,207,3,51800,38250
29,207,4,51800,42500
29,207,5,51800,45900
29,207,6,51800,49300
29,207,7,51800,52700
29,207,8,51800,56100
29,209,1,53300,29900
29,209,2,53300,34150
29,209,3,53300,38400
29,209,4,53300,42650
29,209,5,53300,46100
29,209,6,53300,49500
29,209,7,53300,52900
29,209,8,53300,56300
29,211,1,50400,29750
29,211,2,50400,34000
29,211,3,50400,38250
29,211,4,50400,42500
29,211,5,50400,45900
29,211,6,50400,49300
29,211,7,50400,52700
29,211,8,50400,56100
29,213,1,48800,29750
29,213,2,48800,34000
29,213,3,48800,38250
29,213,4,48800,42500
29,213,5,48800,45900
29,213,6,48800,49300
29,213,7,48800,52700
29,213,8,48800,56100
29,215,1,49300,29750
29,215,2,49300,34000
29,215,3,49300,38250
29,215,4,49300,42500
29,215,5,49300,45900
29,215,6,49300,49300
29,215,7,49300,52700
29,215,8,49300,56100
29,217,1,51300,29750
29,217,2,51300,34000
29,217,3,51300,38250
29,217,4,51300,42500
29,217,5,51300,45900
29,217,6,51300,49300
29,217,7,51300,52700
29,217,8,51300,56100
29,219,1,76800,43050
29,219,2,76800,49200
29,219,3,76800,55350
29,219,4,76800,61450
29,219,5,76800,66400
29,219,6,76800,71300
29,219,7,76800,76200
29,219,8,76800,81150
29,221,1,43300,29750
29,221,2,43300,34000
29,221,3,43300,38250
29,221,4,43300,42500
29,221,5,43300,45900
29,221,6,43300,49300
29,221,7,43300,52700
29,221,8,43300,56100
29,223,1,42500,29750
29,223,2,42500,34000
29,223,3,42500,38250
29,223,4,42500,42500
29,223,5,42500,45900
29,223,6,42500,49300
29,223,7,42500,52700
29,223,8,42500,56100
29,225,1,60000,33600
29,225,2,60000,38400
29,225,3,60000,43200
29,225,4,60000,48000
29,225,5,60000,51850
29,225,6,60000,55700
29,225,7,60000,59550
29,225,8,60000,63400
29,227,1,57100,32000
29,227,2,57100,36600
29,227,3,57100,41150
29,227,4,57100,45700
29,227,5,57100,49400
29,227,6,57100,53050
29,227,7,57100,56700
29,227,8,57100,60350
29,229,1,39900,29750
29,229,2,39900,34000
29,229,3,39900,38250
29,229,4,39900,42500
29,229,5,39900,45900
29,229,6,39900,49300
29,229,7,39900,52700
29,229,8,39900,56100
29,510,1,76800,43050
29,510,2,76800,49200
29,510,3,76800,55350
29,510,4,76800,61450
29,510,5,76800,66400
29,510,6,76800,71300
29,510,7,76800,76200
29,510,8,76800,81150
69,999,1,26400,29850
69,999,2,26400,34100
69,999,3,26400,38350
69,999,4,26400,42600
69,999,5,26400,46050
69,999,6,26400,49450
69,999,7,26400,52850
69,999,8,26400,56250
28,1,1,37800,26350
28,1,2,37800,30100
28,1,3,37800,33850
28,1,4,37800,37600
28,1,5,37800,40650
28,1,6,37800,43650
28,1,7,37800,46650
28,1,8,37800,49650
28,3,1,46400,26350
28,3,2,46400,30100
28,3,3,46400,33850
28,3,4,46400,37600
28,3,5,46400,40650
28,3,6,46400,43650
28,3,7,46400,46650
28,3,8,46400,49650
28,5,1,45000,26350
28,5,2,45000,30100
28,5,3,45000,33850
28,5,4,45000,37600
28,5,5,45000,40650
28,5,6,45000,43650
28,5,7,45000,46650
28,5,8,45000,49650
28,7,1,43100,26350
28,7,2,43100,30100
28,7,3,43100,33850
28,7,4,43100,37600
28,7,5,43100,40650
28,7,6,43100,43650
28,7,7,43100,46650
28,7,8,43100,49650
28,9,1,43100,26350
28,9,2,43100,30100
28,9,3,43100,33850
28,9,4,43100,37600
28,9,5,43100,40650
28,9,6,43100,43650
28,9,7,43100,46650
28,9,8,43100,49650
28,11,1,37600,26350
28,11,2,37600,30100
28,11,3,37600,33850
28,11,4,37600,37600
28,11,5,37600,40650
28,11,6,37600,43650
28,11,7,37600,46650
28,11,8,37600,49650
28,13,1,42400,26350
28,13,2,42400,30100
28,13,3,42400,33850
28,13,4,42400,37600
28,13,5,42400,40650
28,13,6,42400,43650
28,13,7,42400,46650
28,13,8,42400,49650
28,15,1,53000,28500
28,15,2,53000,32550
28,15,3,53000,36600
28,15,4,53000,40650
28,15,5,53000,43950
28,15,6,53000,47200
28,15,7,53000,50450
28,15,8,53000,53700
28,17,1,37900,26350
28,17,2,37900,30100
28,17,3,37900,33850
28,17,4,37900,37600
28,17,5,37900,40650
28,17,6,37900,43650
28,17,7,37900,46650
28,17,8,37900,49650
28,19,1,47600,26700
28,19,2,47600,30500
28,19,3,47600,34300
28,19,4,47600,38100
28,19,5,47600,41150
28,19,6,47600,44200
28,19,7,47600,47250
28,19,8,47600,50300
28,21,1,31600,26350
28,21,2,31600,30100
28,21,3,31600,33850
28,21,4,31600,37600
28,21,5,31600,40650
28,21,6,31600,43650
28,21,7,31600,46650
28,21,8,31600,49650
28,23,1,48900,27400
28,23,2,48900,31300
28,23,3,48900,35200
28,23,4,48900,39100
28,23,5,48900,42250
28,23,6,48900,45400
28,23,7,48900,48500
28,23,8,48900,51650
28,25,1,42100,26350
28,25,2,42100,30100
28,25,3,42100,33850
28,25,4,42100,37600
28,25,5,42100,40650
28,25,6,42100,43650
28,25,7,42100,46650
28,25,8,42100,49650
28,27,1,36000,26350
28,27,2,36000,30100
28,27,3,36000,33850
28,27,4,36000,37600
28,27,5,36000,40650
28,27,6,36000,43650
28,27,7,36000,46650
28,27,8,36000,49650
28,29,1,63800,35750
28,29,2,63800,40850
28,29,3,63800,45950
28,29,4,63800,51050
28,29,5,63800,55150
28,29,6,63800,59250
28,29,7,63800,63350
28,29,8,63800,67400
28,31,1,42700,26350
28,31,2,42700,30100
28,31,3,42700,33850
28,31,4,42700,37600
28,31,5,42700,40650
28,31,6,42700,43650
28,31,7,42700,46650
28,31,8,42700,49650
28,33,1,64200,35950
28,33,2,64200,41100
28,33,3,64200,46250
28,33,4,64200,51350
28,33,5,64200,55500
28,33,6,64200,59600
28,33,7,64200,63700
28,33,8,64200,67800
28,35,1,58200,32200
28,35,2,58200,36800
28,35,3,58200,41400
28,35,4,58200,46000
28,35,5,58200,49700
28,35,6,58200,53400
28,35,7,58200,57050
28,35,8,58200,60750
28,37,1,55200,28650
28,37,2,55200,32750
28,37,3,55200,36850
28,37,4,55200,40900
28,37,5,55200,44200
28,37,6,55200,47450
28,37,7,55200,50750
28,37,8,55200,54000
28,39,1,60700,34000
28,39,2,60700,38850
28,39,3,60700,43700
28,39,4,60700,48550
28,39,5,60700,52450
28,39,6,60700,56350
28,39,7,60700,60250
28,39,8,60700,64100
28,41,1,57000,31650
28,41,2,57000,36200
28,41,3,57000,40700
28,41,4,57000,45200
28,41,5,57000,48850
28,41,6,57000,52450
28,41,7,57000,56050
28,41,8,57000,59700
28,43,1,48800,27350
28,43,2,48800,31250
28,43,3,48800,35150
28,43,4,48800,39050
28,43,5,48800,42200
28,43,6,48800,45300
28,43,7,48800,48450
28,43,8,48800,51550
28,45,1,52000,29150
28,45,2,52000,33300
28,45,3,52000,37450
28,45,4,52000,41600
28,45,5,52000,44950
28,45,6,52000,48300
28,45,7,52000,51600
28,45,8,52000,54950
28,47,1,52000,29150
28,47,2,52000,33300
28,47,3,52000,37450
28,47,4,52000,41600
28,47,5,52000,44950
28,47,6,52000,48300
28,47,7,52000,51600
28,47,8,52000,54950
28,49,1,63800,35750
28,49,2,63800,40850
28,49,3,63800,45950
28,49,4,63800,51050
28,49,5,63800,55150
28,49,6,63800,59250
28,49,7,63800,63350
28,49,8,63800,67400
28,51,1,27500,26350
28,51,2,27500,30100
28,51,3,27500,33850
28,51,4,27500,37600
28,51,5,27500,40650
28,51,6,27500,43650
28,51,7,27500,46650
28,51,8,27500,49650
28,53,1,31300,26350
28,53,2,31300,30100
28,53,3,31300,33850
28,53,4,31300,37600
28,53,5,31300,40650
28,53,6,31300,43650
28,53,7,31300,46650
28,53,8,31300,49650
28,55,1,30200,26350
28,55,2,30200,30100
28,55,3,30200,33850
28,55,4,30200,37600
28,55,5,30200,40650
28,55,6,30200,43650
28,55,7,30200,46650
28,55,8,30200,49650
28,57,1,48500,27200
28,57,2,48500,31050
28,57,3,48500,34950
28,57,4,48500,38800
28,57,5,48500,41950
28,57,6,48500,45050
28,57,7,48500,48150
28,57,8,48500,51250
28,59,1,62700,35000
28,59,2,62700,40000
28,59,3,62700,45000
28,59,4,62700,50000
28,59,5,62700,54000
28,59,6,62700,58000
28,59,7,62700,62000
28,59,8,62700,66000
28,61,1,43200,26350
28,61,2,43200,30100
28,61,3,43200,33850
28,61,4,43200,37600
28,61,5,43200,40650
28,61,6,43200,43650
28,61,7,43200,46650
28,61,8,43200,49650
28,63,1,27900,26350
28,63,2,27900,30100
28,63,3,27900,33850
28,63,4,27900,37600
28,63,5,27900,40650
28,63,6,27900,43650
28,63,7,27900,46650
28,63,8,27900,49650
28,65,1,33000,26350
28,65,2,33000,30100
28,65,3,33000,33850
28,65,4,33000,37600
28,65,5,33000,40650
28,65,6,33000,43650
28,65,7,33000,46650
28,65,8,33000,49650
28,67,1,44100,26350
28,67,2,44100,30100
28,67,3,44100,33850
28,67,4,44100,37600
28,67,5,44100,40650
28,67,6,44100,43650
28,67,7,44100,46650
28,67,8,44100,49650
28,69,1,40100,26350
28,69,2,40100,30100
28,69,3,40100,33850
28,69,4,40100,37600
28,69,5,40100,40650
28,69,6,40100,43650
28,69,7,40100,46650
28,69,8,40100,49650
28,71,1,65800,36900
28,71,2,65800,42150
28,71,3,65800,47400
28,71,4,65800,52650
28,71,5,65800,56900
28,71,6,65800,61100
28,71,7,65800,65300
28,71,8,65800,69500
28,73,1,58200,32200
28,73,2,58200,36800
28,73,3,58200,41400
28,73,4,58200,46000
28,73,5,58200,49700
28,73,6,58200,53400
28,73,7,58200,57050
28,73,8,58200,60750
28,75,1,46400,26350
28,75,2,46400,30100
28,75,3,46400,33850
28,75,4,46400,37600
28,75,5,46400,40650
28,75,6,46400,43650
28,75,7,46400,46650
28,75,8,46400,49650
28,77,1,45900,26350
28,77,2,45900,30100
28,77,3,45900,33850
28,77,4,45900,37600
28,77,5,45900,40650
28,77,6,45900,43650
28,77,7,45900,46650
28,77,8,45900,49650
28,79,1,42600,26350
28,79,2,42600,30100
28,79,3,42600,33850
28,79,4,42600,37600
28,79,5,42600,40650
28,79,6,42600,43650
28,79,7,42600,46650
28,79,8,42600,49650
28,81,1,56000,31400
28,81,2,56000,35850
28,81,3,56000,40350
28,81,4,56000,44800
28,81,5,56000,48400
28,81,6,56000,52000
28,81,7,56000,55600
28,81,8,56000,59150
28,83,1,31000,26350
28,83,2,31000,30100
28,83,3,31000,33850
28,83,4,31000,37600
28,83,5,31000,40650
28,83,6,31000,43650
28,83,7,31000,46650
28,83,8,31000,49650
28,85,1,43300,26350
28,85,2,43300,30100
28,85,3,43300,33850
28,85,4,43300,37600
28,85,5,43300,40650
28,85,6,43300,43650
28,85,7,43300,46650
28,85,8,43300,49650
28,87,1,52700,29550
28,87,2,52700,33750
28,87,3,52700,37950
28,87,4,52700,42150
28,87,5,52700,45550
28,87,6,52700,48900
28,87,7,52700,52300
28,87,8,52700,55650
28,89,1,63800,35750
28,89,2,63800,40850
28,89,3,63800,45950
28,89,4,63800,51050
28,89,5,63800,55150
28,89,6,63800,59250
28,89,7,63800,63350
28,89,8,63800,67400
28,91,1,42300,26350
28,91,2,42300,30100
28,91,3,42300,33850
28,91,4,42300,37600
28,91,5,42300,40650
28,91,6,42300,43650
28,91,7,42300,46650
28,91,8,42300,49650
28,93,1,46400,26350
28,93,2,46400,30100
28,93,3,46400,33850
28,93,4,46400,37600
28,93,5,46400,40650
28,93,6,46400,43650
28,93,7,46400,46650
28,93,8,46400,49650
28,95,1,49500,27750
28,95,2,49500,31700
28,95,3,49500,35650
28,95,4,49500,39600
28,95,5,49500,42800
28,95,6,49500,45950
28,95,7,49500,49150
28,95,8,49500,52300
28,97,1,40000,26350
28,97,2,40000,30100
28,97,3,40000,33850
28,97,4,40000,37600
28,97,5,40000,40650
28,97,6,40000,43650
28,97,7,40000,46650
28,97,8,40000,49650
28,99,1,47600,26700
28,99,2,47600,30500
28,99,3,47600,34300
28,99,4,47600,38100
28,99,5,47600,41150
28,99,6,47600,44200
28,99,7,47600,47250
28,99,8,47600,50300
28,101,1,46900,26350
28,101,2,46900,30100
28,101,3,46900,33850
28,101,4,46900,37600
28,101,5,46900,40650
28,101,6,46900,43650
28,101,7,46900,46650
28,101,8,46900,49650
28,103,1,42200,26350
28,103,2,42200,30100
28,103,3,42200,33850
28,103,4,42200,37600
28,103,5,42200,40650
28,103,6,42200,43650
28,103,7,42200,46650
28,103,8,42200,49650
28,105,1,54400,30750
28,105,2,54400,35150
28,105,3,54400,39550
28,105,4,54400,43900
28,105,5,54400,47450
28,105,6,54400,50950
28,105,7,54400,54450
28,105,8,54400,57950
28,107,1,47200,26450
28,107,2,47200,30200
28,107,3,47200,34000
28,107,4,47200,37750
28,107,5,47200,40800
28,107,6,47200,43800
28,107,7,47200,46850
28,107,8,47200,49850
28,109,1,53200,29800
28,109,2,53200,34050
28,109,3,53200,38300
28,109,4,53200,42550
28,109,5,53200,46000
28,109,6,53200,49400
28,109,7,53200,52800
28,109,8,53200,56200
28,111,1,58200,32200
28,111,2,58200,36800
28,111,3,58200,41400
28,111,4,58200,46000
28,111,5,58200,49700
28,111,6,58200,53400
28,111,7,58200,57050
28,111,8,58200,60750
28,113,1,42800,26350
28,113,2,42800,30100
28,113,3,42800,33850
28,113,4,42800,37600
28,113,5,42800,40650
28,113,6,42800,43650
28,113,7,42800,46650
28,113,8,42800,49650
28,115,1,54900,30750
28,115,2,54900,35150
28,115,3,54900,39550
28,115,4,54900,43900
28,115,5,54900,47450
28,115,6,54900,50950
28,115,7,54900,54450
28,115,8,54900,57950
28,117,1,44100,26350
28,117,2,44100,30100
28,117,3,44100,33850
28,117,4,44100,37600
28,117,5,44100,40650
28,117,6,44100,43650
28,117,7,44100,46650
28,117,8,44100,49650
28,119,1,34300,26350
28,119,2,34300,30100
28,119,3,34300,33850
28,119,4,34300,37600
28,119,5,34300,40650
28,119,6,34300,43650
28,119,7,34300,46650
28,119,8,34300,49650
28,121,1,63800,35750
28,121,2,63800,40850
28,121,3,63800,45950
28,121,4,63800,51050
28,121,5,63800,55150
28,121,6,63800,59250
28,121,7,63800,63350
28,121,8,63800,67400
28,123,1,38500,26350
28,123,2,38500,30100
28,123,3,38500,33850
28,123,4,38500,37600
28,123,5,38500,40650
28,123,6,38500,43650
28,123,7,38500,46650
28,123,8,38500,49650
28,125,1,42000,26350
28,125,2,42000,30100
28,125,3,42000,33850
28,125,4,42000,37600
28,125,5,42000,40650
28,125,6,42000,43650
28,125,7,42000,46650
28,125,8,42000,49650
28,127,1,43000,26350
28,127,2,43000,30100
28,127,3,43000,33850
28,127,4,43000,37600
28,127,5,43000,40650
28,127,6,43000,43650
28,127,7,43000,46650
28,127,8,43000,49650
28,129,1,49900,27950
28,129,2,49900,31950
28,129,3,49900,35950
28,129,4,49900,39900
28,129,5,49900,43100
28,129,6,49900,46300
28,129,7,49900,49500
28,129,8,49900,52700
28,131,1,52800,29600
28,131,2,52800,33800
28,131,3,52800,38050
28,131,4,52800,42250
28,131,5,52800,45650
28,131,6,52800,49050
28,131,7,52800,52400
28,131,8,52800,55800
28,133,1,33300,26350
28,133,2,33300,30100
28,133,3,33300,33850
28,133,4,33300,37600
28,133,5,33300,40650
28,133,6,33300,43650
28,133,7,33300,46650
28,133,8,33300,49650
28,135,1,43500,26350
28,135,2,43500,30100
28,135,3,43500,33850
28,135,4,43500,37600
28,135,5,43500,40650
28,135,6,43500,43650
28,135,7,43500,46650
28,135,8,43500,49650
28,137,1,56300,31550
28,137,2,56300,36050
28,137,3,56300,40550
28,137,4,56300,45050
28,137,5,56300,48700
28,137,6,56300,52300
28,137,7,56300,55900
28,137,8,56300,59500
28,139,1,46700,26350
28,139,2,46700,30100
28,139,3,46700,33850
28,139,4,46700,37600
28,139,5,46700,40650
28,139,6,46700,43650
28,139,7,46700,46650
28,139,8,46700,49650
28,141,1,45000,26350
28,141,2,45000,30100
28,141,3,45000,33850
28,141,4,45000,37600
28,141,5,45000,40650
28,141,6,45000,43650
28,141,7,45000,46650
28,141,8,45000,49650
28,143,1,35000,26350
28,143,2,35000,30100
28,143,3,35000,33850
28,143,4,35000,37600
28,143,5,35000,40650
28,143,6,35000,43650
28,143,7,35000,46650
28,143,8,35000,49650
28,145,1,45200,26350
28,145,2,45200,30100
28,145,3,45200,33850
28,145,4,45200,37600
28,145,5,45200,40650
28,145,6,45200,43650
28,145,7,45200,46650
28,145,8,45200,49650
28,147,1,44900,26350
28,147,2,44900,30100
28,147,3,44900,33850
28,147,4,44900,37600
28,147,5,44900,40650
28,147,6,44900,43650
28,147,7,44900,46650
28,147,8,44900,49650
28,149,1,54700,30650
28,149,2,54700,35000
28,149,3,54700,39400
28,149,4,54700,43750
28,149,5,54700,47250
28,149,6,54700,50750
28,149,7,54700,54250
28,149,8,54700,57750
28,151,1,37400,26350
28,151,2,37400,30100
28,151,3,37400,33850
28,151,4,37400,37600
28,151,5,37400,40650
28,151,6,37400,43650
28,151,7,37400,46650
