state,county,persons,hud_med_inc,hud_inc_lim80
10,1,7,70400,69850
10,1,8,70400,74350
10,3,1,87400,48950
10,3,2,87400,55950
10,3,3,87400,62950
10,3,4,87400,69900
10,3,5,87400,75500
10,3,6,87400,81100
10,3,7,87400,86700
10,3,8,87400,92300
10,5,1,68700,38500
10,5,2,68700,44000
10,5,3,68700,49500
10,5,4,68700,54950
10,5,5,68700,59350
10,5,6,68700,63750
10,5,7,68700,68150
10,5,8,68700,72550
12,1,1,71300,39950
12,1,2,71300,45650
12,1,3,71300,51350
12,1,4,71300,57050
12,1,5,71300,61650
12,1,6,71300,66200
12,1,7,71300,70750
12,1,8,71300,75350
12,3,1,62200,34850
12,3,2,62200,39800
12,3,3,62200,44800
12,3,4,62200,49750
12,3,5,62200,53750
12,3,6,62200,57750
12,3,7,62200,61700
12,3,8,62200,65700
12,5,1,64700,35400
12,5,2,64700,40450
12,5,3,64700,45500
12,5,4,64700,50550
12,5,5,64700,54600
12,5,6,64700,58650
12,5,7,64700,62700
12,5,8,64700,66750
12,7,1,59400,33250
12,7,2,59400,38000
12,7,3,59400,42750
12,7,4,59400,47500
12,7,5,59400,51300
12,7,6,59400,55100
12,7,7,59400,58900
12,7,8,59400,62700
12,9,1,64800,36300
12,9,2,64800,41500
12,9,3,64800,46700
12,9,4,64800,51850
12,9,5,64800,56000
12,9,6,64800,60150
12,9,7,64800,64300
12,9,8,64800,68450
12,11,1,65700,45300
12,11,2,65700,51750
12,11,3,65700,58200
12,11,4,65700,64650
12,11,5,65700,69850
12,11,6,65700,75000
12,11,7,65700,80200
12,11,8,65700,85350
12,13,1,46000,29200
12,13,2,46000,33400
12,13,3,46000,37550
12,13,4,46000,41700
12,13,5,46000,45050
12,13,6,46000,48400
12,13,7,46000,51750
12,13,8,46000,55050
12,15,1,58300,32700
12,15,2,58300,37350
12,15,3,58300,42000
12,15,4,58300,46650
12,15,5,58300,50400
12,15,6,58300,54150
12,15,7,58300,57850
12,15,8,58300,61600
12,17,1,52400,29350
12,17,2,52400,33550
12,17,3,52400,37750
12,17,4,52400,41900
12,17,5,52400,45300
12,17,6,52400,48650
12,17,7,52400,52000
12,17,8,52400,55350
12,19,1,69900,39150
12,19,2,69900,44750
12,19,3,69900,50350
12,19,4,69900,55900
12,19,5,69900,60400
12,19,6,69900,64850
12,19,7,69900,69350
12,19,8,69900,73800
12,21,1,75000,42000
12,21,2,75000,48000
12,21,3,75000,54000
12,21,4,75000,60000
12,21,5,75000,64800
12,21,6,75000,69600
12,21,7,75000,74400
12,21,8,75000,79200
12,23,1,64100,33400
12,23,2,64100,38200
12,23,3,64100,42950
12,23,4,64100,47700
12,23,5,64100,51550
12,23,6,64100,55350
12,23,7,64100,59150
12,23,8,64100,63000
12,27,1,42300,29200
12,27,2,42300,33400
12,27,3,42300,37550
12,27,4,42300,41700
12,27,5,42300,45050
12,27,6,42300,48400
12,27,7,42300,51750
12,27,8,42300,55050
12,29,1,46700,29200
12,29,2,46700,33400
12,29,3,46700,37550
12,29,4,46700,41700
12,29,5,46700,45050
12,29,6,46700,48400
12,29,7,46700,51750
12,29,8,46700,55050
12,31,1,69900,39150
12,31,2,69900,44750
12,31,3,69900,50350
12,31,4,69900,55900
12,31,5,69900,60400
12,31,6,69900,64850
12,31,7,69900,69350
12,31,8,69900,73800
12,33,1,65200,36550
12,33,2,65200,41750
12,33,3,65200,46950
12,33,4,65200,52150
12,33,5,65200,56350
12,33,6,65200,60500
12,33,7,65200,64700
12,33,8,65200,68850
12,35,1,58900,33000
12,35,2,58900,37700
12,35,3,58900,42400
12,35,4,58900,47100
12,35,5,58900,50900
12,35,6,58900,54650
12,35,7,58900,58450
12,35,8,58900,62200
12,37,1,51200,29200
12,37,2,51200,33400
12,37,3,51200,37550
12,37,4,51200,41700
12,37,5,51200,45050
12,37,6,51200,48400
12,37,7,51200,51750
12,37,8,51200,55050
12,39,1,67400,37750
12,39,2,67400,43150
12,39,3,67400,48550
12,39,4,67400,53900
12,39,5,67400,58250
12,39,6,67400,62550
12,39,7,67400,66850
12,39,8,67400,71150
12,41,1,71300,39950
12,41,2,71300,45650
12,41,3,71300,51350
12,41,4,71300,57050
12,41,5,71300,61650
12,41,6,71300,66200
12,41,7,71300,70750
12,41,8,71300,75350
12,43,1,41900,29200
12,43,2,41900,33400
12,43,3,41900,37550
12,43,4,41900,41700
12,43,5,41900,45050
12,43,6,41900,48400
12,43,7,41900,51750
12,43,8,41900,55050
12,45,1,52600,29500
12,45,2,52600,33700
12,45,3,52600,37900
12,45,4,52600,42100
12,45,5,52600,45500
12,45,6,52600,48850
12,45,7,52600,52250
12,45,8,52600,55600
12,47,1,43300,29200
12,47,2,43300,33400
12,47,3,43300,37550
12,47,4,43300,41700
12,47,5,43300,45050
12,47,6,43300,48400
12,47,7,43300,51750
12,47,8,43300,55050
12,49,1,43700,29200
12,49,2,43700,33400
12,49,3,43700,37550
12,49,4,43700,41700
12,49,5,43700,45050
12,49,6,43700,48400
12,49,7,43700,51750
12,49,8,43700,55050
12,51,1,46200,29200
12,51,2,46200,33400
12,51,3,46200,37550
12,51,4,46200,41700
12,51,5,46200,45050
12,51,6,46200,48400
12,51,7,46200,51750
12,51,8,46200,55050
12,53,1,63900,35800
12,53,2,63900,40900
12,53,3,63900,46000
12,53,4,63900,51100
12,53,5,63900,55200
12,53,6,63900,59300
12,53,7,63900,63400
12,53,8,63900,67500
12,55,1,43800,29200
12,55,2,43800,33400
12,55,3,43800,37550
12,55,4,43800,41700
12,55,5,43800,45050
12,55,6,43800,48400
12,55,7,43800,51750
12,55,8,43800,55050
12,57,1,63900,35800
12,57,2,63900,40900
12,57,3,63900,46000
12,57,4,63900,51100
12,57,5,63900,55200
12,57,6,63900,59300
12,57,7,63900,63400
12,57,8,63900,67500
12,59,1,44800,29200
12,59,2,44800,33400
12,59,3,44800,37550
12,59,4,44800,41700
12,59,5,44800,45050
12,59,6,44800,48400
12,59,7,44800,51750
12,59,8,44800,55050
12,61,1,64600,36200
12,61,2,64600,41400
12,61,3,64600,46550
12,61,4,64600,51700
12,61,5,64600,55850
12,61,6,64600,60000
12,61,7,64600,64150
12,61,8,64600,68250
12,63,1,47700,29200
12,63,2,47700,33400
12,63,3,47700,37550
12,63,4,47700,41700
12,63,5,47700,45050
12,63,6,47700,48400
12,63,7,47700,51750
12,63,8,47700,55050
12,65,1,67400,37750
12,65,2,67400,43150
12,65,3,67400,48550
12,65,4,67400,53900
12,65,5,67400,58250
12,65,6,67400,62550
12,65,7,67400,66850
12,65,8,67400,71150
12,67,1,52200,29250
12,67,2,52200,33400
12,67,3,52200,37600
12,67,4,52200,41750
12,67,5,52200,45100
12,67,6,52200,48450
12,67,7,52200,51800
12,67,8,52200,55150
12,69,1,62900,35800
12,69,2,62900,40900
12,69,3,62900,46000
12,69,4,62900,51100
12,69,5,62900,55200
12,69,6,62900,59300
12,69,7,62900,63400
12,69,8,62900,67500
12,71,1,63700,35700
12,71,2,63700,40800
12,71,3,63700,45900
12,71,4,63700,50950
12,71,5,63700,55050
12,71,6,63700,59150
12,71,7,63700,63200
12,71,8,63700,67300
12,73,1,67400,37750
12,73,2,67400,43150
12,73,3,67400,48550
12,73,4,67400,53900
12,73,5,67400,58250
12,73,6,67400,62550
12,73,7,67400,66850
12,73,8,67400,71150
12,75,1,47000,29200
12,75,2,47000,33400
12,75,3,47000,37550
12,75,4,47000,41700
12,75,5,47000,45050
12,75,6,47000,48400
12,75,7,47000,51750
12,75,8,47000,55050
12,77,1,55400,31050
12,77,2,55400,35450
12,77,3,55400,39900
12,77,4,55400,44300
12,77,5,55400,47850
12,77,6,55400,51400
12,77,7,55400,54950
12,77,8,55400,58500
12,79,1,43700,29200
12,79,2,43700,33400
12,79,3,43700,37550
12,79,4,43700,41700
12,79,5,43700,45050
12,79,6,43700,48400
12,79,7,43700,51750
12,79,8,43700,55050
12,81,1,70300,39400
12,81,2,70300,45000
12,81,3,70300,50650
12,81,4,70300,56250
12,81,5,70300,60750
12,81,6,70300,65250
12,81,7,70300,69750
12,81,8,70300,74250
12,83,1,53400,29900
12,83,2,53400,34200
12,83,3,53400,38450
12,83,4,53400,42700
12,83,5,53400,46150
12,83,6,53400,49550
12,83,7,53400,52950
12,83,8,53400,56400
12,85,1,60500,33900
12,85,2,60500,38750
12,85,3,60500,43600
12,85,4,60500,48400
12,85,5,60500,52300
12,85,6,60500,56150
12,85,7,60500,60050
12,85,8,60500,63900
12,86,1,52300,44100
12,86,2,52300,50400
12,86,3,52300,56700
12,86,4,52300,62950
12,86,5,52300,68000
12,86,6,52300,73050
12,86,7,52300,78100
12,86,8,52300,83100
12,87,1,84400,49400
12,87,2,84400,56450
12,87,3,84400,63500
12,87,4,84400,70550
12,87,5,84400,76200
12,87,6,84400,81850
12,87,7,84400,87500
12,87,8,84400,93150
12,89,1,69900,39150
12,89,2,69900,44750
12,89,3,69900,50350
12,89,4,69900,55900
12,89,5,69900,60400
12,89,6,69900,64850
12,89,7,69900,69350
12,89,8,69900,73800
12,91,1,65700,36800
12,91,2,65700,42050
12,91,3,65700,47300
12,91,4,65700,52550
12,91,5,65700,56800
12,91,6,65700,61000
12,91,7,65700,65200
12,91,8,65700,69400
12,93,1,44000,29200
12,93,2,44000,33400
12,93,3,44000,37550
12,93,4,44000,41700
12,93,5,44000,45050
12,93,6,44000,48400
12,93,7,44000,51750
12,93,8,44000,55050
12,95,1,62900,35800
12,95,2,62900,40900
12,95,3,62900,46000
12,95,4,62900,51100
12,95,5,62900,55200
12,95,6,62900,59300
12,95,7,62900,63400
12,95,8,62900,67500
12,97,1,62900,35800
12,97,2,62900,40900
12,97,3,62900,46000
12,97,4,62900,51100
12,97,5,62900,55200
12,97,6,62900,59300
12,97,7,62900,63400
12,97,8,62900,67500
12,99,1,74300,43050
12,99,2,74300,49200
12,99,3,74300,55350
12,99,4,74300,61500
12,99,5,74300,66450
12,99,6,74300,71350
12,99,7,74300,76300
12,99,8,74300,81200
12,101,1,63900,35800
12,101,2,63900,40900
12,101,3,63900,46000
12,101,4,63900,51100
12,101,5,63900,55200
12,101,6,63900,59300
12,101,7,63900,63400
12,101,8,63900,67500
12,103,1,63900,35800
12,103,2,63900,40900
12,103,3,63900,46000
12,103,4,63900,51100
12,103,5,63900,55200
12,103,6,63900,59300
12,103,7,63900,63400
12,103,8,63900,67500
12,105,1,53600,30050
12,105,2,53600,34350
12,105,3,53600,38650
12,105,4,53600,42900
12,105,5,53600,46350
12,105,6,53600,49800
12,105,7,53600,53200
12,105,8,53600,56650
12,107,1,42900,29200
12,107,2,42900,33400
12,107,3,42900,37550
12,107,4,42900,41700
12,107,5,42900,45050
12,107,6,42900,48400
12,107,7,42900,51750
12,107,8,42900,55050
12,109,1,69900,39150
12,109,2,69900,44750
12,109,3,69900,50350
12,109,4,69900,55900
12,109,5,69900,60400
12,109,6,69900,64850
12,109,7,69900,69350
12,109,8,69900,73800
12,111,1,60500,33900
12,111,2,60500,38750
12,111,3,60500,43600
12,111,4,60500,48400
12,111,5,60500,52300
12,111,6,60500,56150
12,111,7,60500,60050
12,111,8,60500,63900
12,113,1,65200,36550
12,113,2,65200,41750
12,113,3,65200,46950
12,113,4,65200,52150
12,113,5,65200,56350
12,113,6,65200,60500
12,113,7,65200,64700
12,113,8,65200,68850
12,115,1,70300,39400
12,115,2,70300,45000
12,115,3,70300,50650
12,115,4,70300,56250
12,115,5,70300,60750
12,115,6,70300,65250
12,115,7,70300,69750
12,115,8,70300,74250
12,117,1,62900,35800
12,117,2,62900,40900
12,117,3,62900,46000
12,117,4,62900,51100
12,117,5,62900,55200
12,117,6,62900,59300
12,117,7,62900,63400
12,117,8,62900,67500
12,119,1,68200,37450
12,119,2,68200,42800
12,119,3,68200,48150
12,119,4,68200,53450
12,119,5,68200,57750
12,119,6,68200,62050
12,119,7,68200,66300
12,119,8,68200,70600
12,121,1,47900,29200
12,121,2,47900,33400
12,121,3,47900,37550
12,121,4,47900,41700
12,121,5,47900,45050
12,121,6,47900,48400
12,121,7,47900,51750
12,121,8,47900,55050
12,123,1,46000,29200
12,123,2,46000,33400
12,123,3,46000,37550
12,123,4,46000,41700
12,123,5,46000,45050
12,123,6,46000,48400
12,123,7,46000,51750
12,123,8,46000,55050
12,125,1,47200,29200
12,125,2,47200,33400
12,125,3,47200,37550
12,125,4,47200,41700
12,125,5,47200,45050
12,125,6,47200,48400
12,125,7,47200,51750
12,125,8,47200,55050
12,127,1,55100,31200
12,127,2,55100,35650
12,127,3,55100,40100
12,127,4,55100,44550
12,127,5,55100,48150
12,127,6,55100,51700
12,127,7,55100,55250
12,127,8,55100,58850
12,129,1,62300,34900
12,129,2,62300,39900
12,129,3,62300,44900
12,129,4,62300,49850
12,129,5,62300,53850
12,129,6,62300,57850
12,129,7,62300,61850
12,129,8,62300,65850
12,131,1,60400,33850
12,131,2,60400,38650
12,131,3,60400,43500
12,131,4,60400,48300
12,131,5,60400,52200
12,131,6,60400,56050
12,131,7,60400,59900
12,131,8,60400,63800
12,133,1,47800,29200
12,133,2,47800,33400
12,133,3,47800,37550
12,133,4,47800,41700
12,133,5,47800,45050
12,133,6,47800,48400
12,133,7,47800,51750
12,133,8,47800,55050
13,1,1,48500,27400
13,1,2,48500,31300
13,1,3,48500,35200
13,1,4,48500,39100
13,1,5,48500,42250
13,1,6,48500,45400
13,1,7,48500,48500
13,1,8,48500,51650
13,3,1,40100,27400
13,3,2,40100,31300
13,3,3,40100,35200
13,3,4,40100,39100
13,3,5,40100,42250
13,3,6,40100,45400
13,3,7,40100,48500
13,3,8,40100,51650
13,5,1,51200,28700
13,5,2,51200,32800
13,5,3,51200,36900
13,5,4,51200,40950
13,5,5,51200,44250
13,5,6,51200,47550
13,5,7,51200,50800
13,5,8,51200,54100
13,7,1,53400,29550
13,7,2,53400,33750
13,7,3,53400,37950
13,7,4,53400,42150
13,7,5,53400,45550
13,7,6,53400,48900
13,7,7,53400,52300
13,7,8,53400,55650
13,9,1,51500,28850
13,9,2,51500,33000
13,9,3,51500,37100
13,9,4,51500,41200
13,9,5,51500,44500
13,9,6,51500,47800
13,9,7,51500,51100
13,9,8,51500,54400
13,11,1,53300,29900
13,11,2,53300,34150
13,11,3,53300,38400
13,11,4,53300,42650
13,11,5,53300,46100
13,11,6,53300,49500
13,11,7,53300,52900
13,11,8,53300,56300
13,13,1,74800,41900
13,13,2,74800,47900
13,13,3,74800,53900
13,13,4,74800,59850
13,13,5,74800,64650
13,13,6,74800,69450
13,13,7,74800,74250
13,13,8,74800,79050
13,15,1,74800,41900
13,15,2,74800,47900
13,15,3,74800,53900
13,15,4,74800,59850
13,15,5,74800,64650
13,15,6,74800,69450
13,15,7,74800,74250
13,15,8,74800,79050
13,17,1,38200,27400
13,17,2,38200,31300
13,17,3,38200,35200
13,17,4,38200,39100
13,17,5,38200,42250
13,17,6,38200,45400
13,17,7,38200,48500
13,17,8,38200,51650
13,19,1,44300,27400
13,19,2,44300,31300
13,19,3,44300,35200
13,19,4,44300,39100
13,19,5,44300,42250
13,19,6,44300,45400
13,19,7,44300,48500
13,19,8,44300,51650
13,21,1,53600,30050
13,21,2,53600,34350
13,21,3,53600,38650
13,21,4,53600,42900
13,21,5,53600,46350
13,21,6,53600,49800
13,21,7,53600,53200
13,21,8,53600,56650
13,23,1,53100,29750
13,23,2,53100,34000
13,23,3,53100,38250
13,23,4,53100,42500
13,23,5,53100,45900
13,23,6,53100,49300
13,23,7,53100,52700
13,23,8,53100,56100
13,25,1,53000,29700
13,25,2,53000,33950
13,25,3,53000,38200
13,25,4,53000,42400
13,25,5,53000,45800
13,25,6,53000,49200
13,25,7,53000,52600
13,25,8,53000,56000
13,27,1,49500,27750
13,27,2,49500,31700
13,27,3,49500,35650
13,27,4,49500,39600
13,27,5,49500,42800
13,27,6,49500,45950
13,27,7,49500,49150
13,27,8,49500,52300
13,29,1,65200,36550
13,29,2,65200,41750
13,29,3,65200,46950
13,29,4,65200,52150
13,29,5,65200,56350
13,29,6,65200,60500
13,29,7,65200,64700
13,29,8,65200,68850
13,31,1,46900,27400
13,31,2,46900,31300
13,31,3,46900,35200
13,31,4,46900,39100
13,31,5,46900,42250
13,31,6,46900,45400
13,31,7,46900,48500
13,31,8,46900,51650
13,33,1,62300,34900
13,33,2,62300,39900
13,33,3,62300,44900
13,33,4,62300,49850
13,33,5,62300,53850
13,33,6,62300,57850
13,33,7,62300,61850
13,33,8,62300,65850
13,35,1,56600,33100
13,35,2,56600,37800
13,35,3,56600,42550
13,35,4,56600,47250
13,35,5,56600,51050
13,35,6,56600,54850
13,35,7,56600,58600
13,35,8,56600,62400
13,37,1,35000,27400
13,37,2,35000,31300
13,37,3,35000,35200
13,37,4,35000,39100
13,37,5,35000,42250
13,37,6,35000,45400
13,37,7,35000,48500
13,37,8,35000,51650
13,39,1,63800,35750
13,39,2,63800,40850
13,39,3,63800,45950
13,39,4,63800,51050
13,39,5,63800,55150
13,39,6,63800,59250
13,39,7,63800,63350
13,39,8,63800,67400
13,43,1,37200,27400
13,43,2,37200,31300
13,43,3,37200,35200
13,43,4,37200,39100
13,43,5,37200,42250
13,43,6,37200,45400
13,43,7,37200,48500
13,43,8,37200,51650
13,45,1,74800,41900
13,45,2,74800,47900
13,45,3,74800,53900
13,45,4,74800,59850
13,45,5,74800,64650
13,45,6,74800,69450
13,45,7,74800,74250
13,45,8,74800,79050
13,47,1,61700,34550
13,47,2,61700,39500
13,47,3,61700,44450
13,47,4,61700,49350
13,47,5,61700,53300
13,47,6,61700,57250
13,47,7,61700,61200
13,47,8,61700,65150
13,49,1,55400,31050
13,49,2,55400,35450
13,49,3,55400,39900
13,49,4,55400,44300
13,49,5,55400,47850
13,49,6,55400,51400
13,49,7,55400,54950
13,49,8,55400,58500
13,51,1,65200,36550
13,51,2,65200,41750
13,51,3,65200,46950
13,51,4,65200,52150
13,51,5,65200,56350
13,51,6,65200,60500
13,51,7,65200,64700
13,51,8,65200,68850
13,53,1,56000,31400
13,53,2,56000,35850
13,53,3,56000,40350
13,53,4,56000,44800
13,53,5,56000,48400
13,53,6,56000,52000
13,53,7,56000,55600
13,53,8,56000,59150
13,55,1,42900,27400
13,55,2,42900,31300
13,55,3,42900,35200
13,55,4,42900,39100
13,55,5,42900,42250
13,55,6,42900,45400
13,55,7,42900,48500
13,55,8,42900,51650
13,57,1,74800,41900
13,57,2,74800,47900
13,57,3,74800,53900
13,57,4,74800,59850
13,57,5,74800,64650
13,57,6,74800,69450
13,57,7,74800,74250
13,57,8,74800,79050
13,59,1,58900,33000
13,59,2,58900,37700
13,59,3,58900,42400
13,59,4,58900,47100
13,59,5,58900,50900
13,59,6,58900,54650
13,59,7,58900,58450
13,59,8,58900,62200
13,61,1,30600,27400
13,61,2,30600,31300
13,61,3,30600,35200
13,61,4,30600,39100
13,61,5,30600,42250
13,61,6,30600,45400
13,61,7,30600,48500
13,61,8,30600,51650
13,63,1,74800,41900
13,63,2,74800,47900
13,63,3,74800,53900
13,63,4,74800,59850
13,63,5,74800,64650
13,63,6,74800,69450
13,63,7,74800,74250
13,63,8,74800,79050
13,65,1,43100,27400
13,65,2,43100,31300
13,65,3,43100,35200
13,65,4,43100,39100
13,65,5,43100,42250
13,65,6,43100,45400
13,65,7,43100,48500
13,65,8,43100,51650
13,67,1,74800,41900
13,67,2,74800,47900
13,67,3,74800,53900
13,67,4,74800,59850
13,67,5,74800,64650
13,67,6,74800,69450
13,67,7,74800,74250
13,67,8,74800,79050
13,69,1,44200,27400
13,69,2,44200,31300
13,69,3,44200,35200
13,69,4,44200,39100
13,69,5,44200,42250
13,69,6,44200,45400
13,69,7,44200,48500
13,69,8,44200,51650
13,71,1,40600,27400
13,71,2,40600,31300
13,71,3,40600,35200
13,71,4,40600,39100
13,71,5,40600,42250
13,71,6,40600,45400
13,71,7,40600,48500
13,71,8,40600,51650
13,73,1,62300,34900
13,73,2,62300,39900
13,73,3,62300,44900
13,73,4,62300,49850
13,73,5,62300,53850
13,73,6,62300,57850
13,73,7,62300,61850
13,73,8,62300,65850
13,75,1,43800,27400
13,75,2,43800,31300
13,75,3,43800,35200
13,75,4,43800,39100
13,75,5,43800,42250
13,75,6,43800,45400
13,75,7,43800,48500
13,75,8,43800,51650
13,77,1,74800,41900
13,77,2,74800,47900
13,77,3,74800,53900
13,77,4,74800,59850
13,77,5,74800,64650
13,77,6,74800,69450
13,77,7,74800,74250
13,77,8,74800,79050
13,79,1,53600,30050
13,79,2,53600,34350
13,79,3,53600,38650
13,79,4,53600,42900
13,79,5,53600,46350
13,79,6,53600,49800
13,79,7,53600,53200
13,79,8,53600,56650
13,81,1,43200,27400
13,81,2,43200,31300
13,81,3,43200,35200
13,81,4,43200,39100
13,81,5,43200,42250
13,81,6,43200,45400
13,81,7,43200,48500
13,81,8,43200,51650
13,83,1,61700,34550
13,83,2,61700,39500
13,83,3,61700,44450
13,83,4,61700,49350
13,83,5,61700,53300
13,83,6,61700,57250
13,83,7,61700,61200
13,83,8,61700,65150
13,85,1,74800,41900
13,85,2,74800,47900
13,85,3,74800,53900
13,85,4,74800,59850
13,85,5,74800,64650
13,85,6,74800,69450
13,85,7,74800,74250
13,85,8,74800,79050
13,87,1,44000,27400
13,87,2,44000,31300
13,87,3,44000,35200
13,87,4,44000,39100
13,87,5,44000,42250
13,87,6,44000,45400
13,87,7,44000,48500
13,87,8,44000,51650
13,89,1,74800,41900
13,89,2,74800,47900
13,89,3,74800,53900
13,89,4,74800,59850
13,89,5,74800,64650
13,89,6,74800,69450
13,89,7,74800,74250
13,89,8,74800,79050
13,91,1,46300,27400
13,91,2,46300,31300
13,91,3,46300,35200
13,91,4,46300,39100
13,91,5,46300,42250
13,91,6,46300,45400
13,91,7,46300,48500
13,91,8,46300,51650
13,93,1,38800,27400
13,93,2,38800,31300
13,93,3,38800,35200
13,93,4,38800,39100
13,93,5,38800,42250
13,93,6,38800,45400
13,93,7,38800,48500
13,93,8,38800,51650
13,95,1,53400,29550
13,95,2,53400,33750
13,95,3,53400,37950
13,95,4,53400,42150
13,95,5,53400,45550
13,95,6,53400,48900
13,95,7,53400,52300
13,95,8,53400,55650
13,97,1,74800,41900
13,97,2,74800,47900
13,97,3,74800,53900
13,97,4,74800,59850
13,97,5,74800,64650
13,97,6,74800,69450
13,97,7,74800,74250
13,97,8,74800,79050
13,99,1,42400,27400
13,99,2,42400,31300
13,99,3,42400,35200
13,99,4,42400,39100
13,99,5,42400,42250
13,99,6,42400,45400
13,99,7,42400,48500
13,99,8,42400,51650
13,101,1,49500,27750
13,101,2,49500,31700
13,101,3,49500,35650
13,101,4,49500,39600
13,101,5,49500,42800
13,101,6,49500,45950
13,101,7,49500,49150
13,101,8,49500,52300
13,103,1,65200,36550
13,103,2,65200,41750
13,103,3,65200,46950
13,103,4,65200,52150
13,103,5,65200,56350
13,103,6,65200,60500
13,103,7,65200,64700
13,103,8,65200,68850
13,105,1,43800,27400
13,105,2,43800,31300
13,105,3,43800,35200
13,105,4,43800,39100
13,105,5,43800,42250
13,105,6,43800,45400
13,105,7,43800,48500
13,105,8,43800,51650
13,107,1,41900,27400
13,107,2,41900,31300
13,107,3,41900,35200
13,107,4,41900,39100
13,107,5,41900,42250
13,107,6,41900,45400
13,107,7,41900,48500
13,107,8,41900,51650
13,109,1,44700,27400
13,109,2,44700,31300
13,109,3,44700,35200
13,109,4,44700,39100
13,109,5,44700,42250
13,109,6,44700,45400
13,109,7,44700,48500
13,109,8,44700,51650
13,111,1,48400,27400
13,111,2,48400,31300
13,111,3,48400,35200
13,111,4,48400,39100
13,111,5,48400,42250
13,111,6,48400,45400
13,111,7,48400,48500
13,111,8,48400,51650
13,113,1,74800,41900
13,113,2,74800,47900
13,113,3,74800,53900
13,113,4,74800,59850
13,113,5,74800,64650
13,113,6,74800,69450
13,113,7,74800,74250
13,113,8,74800,79050
13,115,1,54400,30450
13,115,2,54400,34800
13,115,3,54400,39150
13,115,4,54400,43500
13,115,5,54400,47000
13,115,6,54400,50500
13,115,7,54400,53950
13,115,8,54400,57450
13,117,1,74800,41900
13,117,2,74800,47900
13,117,3,74800,53900
13,117,4,74800,59850
13,117,5,74800,64650
13,117,6,74800,69450
13,117,7,74800,74250
13,117,8,74800,79050
13,119,1,44700,27400
13,119,2,44700,31300
13,119,3,44700,35200
13,119,4,44700,39100
13,119,5,44700,42250
13,119,6,44700,45400
13,119,7,44700,48500
13,119,8,44700,51650
13,121,1,74800,41900
13,121,2,74800,47900
13,121,3,74800,53900
13,121,4,74800,59850
13,121,5,74800,64650
13,121,6,74800,69450
13,121,7,74800,74250
13,121,8,74800,79050
13,123,1,51500,28850
13,123,2,51500,33000
13,123,3,51500,37100
13,123,4,51500,41200
13,123,5,51500,44500
13,123,6,51500,47800
13,123,7,51500,51100
13,123,8,51500,54400
13,125,1,52100,29200
13,125,2,52100,33400
13,125,3,52100,37550
13,125,4,52100,41700
13,125,5,52100,45050
13,125,6,52100,48400
13,125,7,52100,51750
13,125,8,52100,55050
13,127,1,53000,29700
13,127,2,53000,33950
13,127,3,53000,38200
13,127,4,53000,42400
13,127,5,53000,45800
13,127,6,53000,49200
13,127,7,53000,52600
13,127,8,53000,56000
13,129,1,48600,27400
13,129,2,48600,31300
13,129,3,48600,35200
13,129,4,48600,39100
13,129,5,48600,42250
13,129,6,48600,45400
13,129,7,48600,48500
13,129,8,48600,51650
13,131,1,41100,27400
13,131,2,41100,31300
13,131,3,41100,35200
13,131,4,41100,39100
13,131,5,41100,42250
13,131,6,41100,45400
13,131,7,41100,48500
13,131,8,41100,51650
13,133,1,55300,31000
13,133,2,55300,35400
13,133,3,55300,39850
13,133,4,55300,44250
13,133,5,55300,47800
13,133,6,55300,51350
13,133,7,55300,54900
13,133,8,55300,58450
13,135,1,74800,41900
13,135,2,74800,47900
13,135,3,74800,53900
13,135,4,74800,59850
13,135,5,74800,64650
13,135,6,74800,69450
13,135,7,74800,74250
13,135,8,74800,79050
13,137,1,52100,29200
13,137,2,52100,33400
13,137,3,52100,37550
13,137,4,52100,41700
13,137,5,52100,45050
13,137,6,52100,48400
13,137,7,52100,51750
13,137,8,52100,55050
13,139,1,64200,35950
13,139,2,64200,41100
13,139,3,64200,46250
13,139,4,64200,51350
13,139,5,64200,55500
13,139,6,64200,59600
13,139,7,64200,63700
13,139,8,64200,67800
13,141,1,33600,27400
13,141,2,33600,31300
13,141,3,33600,35200
13,141,4,33600,39100
13,141,5,33600,42250
13,141,6,33600,45400
13,141,7,33600,48500
13,141,8,33600,51650
13,143,1,56500,31650
13,143,2,56500,36200
13,143,3,56500,40700
13,143,4,56500,45200
13,143,5,56500,48850
13,143,6,56500,52450
13,143,7,56500,56050
13,143,8,56500,59700
13,145,1,56000,31400
13,145,2,56000,35850
13,145,3,56000,40350
13,145,4,56000,44800
13,145,5,56000,48400
13,145,6,56000,52000
13,145,7,56000,55600
13,145,8,56000,59150
13,147,1,49200,27550
13,147,2,49200,31500
13,147,3,49200,35450
13,147,4,49200,39350
13,147,5,49200,42500
13,147,6,49200,45650
13,147,7,49200,48800
13,147,8,49200,51950
13,149,1,74800,41900
13,149,2,74800,47900
13,149,3,74800,53900
13,149,4,74800,59850
13,149,5,74800,64650
13,149,6,74800,69450
13,149,7,74800,74250
13,149,8,74800,79050
13,151,1,74800,41900
13,151,2,74800,47900
13,151,3,74800,53900
13,151,4,74800,59850
13,151,5,74800,64650
13,151,6,74800,69450
13,151,7,74800,74250
13,151,8,74800,79050
13,153,1,67000,37550
13,153,2,67000,42900
13,153,3,67000,48250
13,153,4,67000,53600
13,153,5,67000,57900
13,153,6,67000,62200
13,153,7,67000,66500
13,153,8,67000,70800
13,155,1,48500,27400
13,155,2,48500,31300
